Tair,tr,RH,vel,clo,Met,Âge,Sexe,Tout,Season,cooling type,Building_type,top,tg,PMV,SET,thermal_sensation,thermal_preference,Climate,Koppen climate classification,City,Country,TSV_3p
30.7,,56.8,2.11,0.4,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.7,,1.2,25.48,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.3,,56.8,3.39,0.5,1.2,19.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.3,,1.1,25.56,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.3,,56.8,1.84,0.5,1.2,19.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.3,,1.2,26.28,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.3,,56.8,2.23,0.5,1.2,19.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.3,,1.2,26.04,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.3,,56.8,2.41,0.5,1.2,19.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.3,,1.2,25.94,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.3,,56.8,2.17,0.5,1.2,19.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.3,,1.2,26.07,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.4,,56.8,1.36,0.5,1.2,19.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.4,,1.3,26.73,0,-1,Tropical monsoon,Am,Maceio,Brazil,0
30.6,,56.8,3.01,0.5,1.2,19.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.6,,1.3,25.95,0,-1,Tropical monsoon,Am,Maceio,Brazil,0
30.6,,56.8,3.14,0.5,1.2,19.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.6,,1.3,25.91,0,-1,Tropical monsoon,Am,Maceio,Brazil,0
30.6,,56.8,2.14,0.5,1.2,19.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.6,,1.3,26.36,0,-1,Tropical monsoon,Am,Maceio,Brazil,0
30.6,,67.9,1.79,0.5,1.2,19.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.6,,1.5,27.42,0,-1,Tropical monsoon,Am,Maceio,Brazil,0
30.4,,56.8,1.93,0.4,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.4,,1.0,25.26,-1,0,Tropical monsoon,Am,Maceio,Brazil,-1
30.8,,56.8,1.48,0.4,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.8,,1.3,26.1,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.8,,56.8,2.06,0.4,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.8,,1.3,25.64,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.8,,56.8,1.85,0.4,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.8,,1.3,25.8,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.8,,56.8,1.81,0.4,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.8,,1.3,25.83,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.4,,56.3,0.41,0.4,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.4,,1.4,27.97,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.4,,56.4,0.85,0.4,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.4,,1.3,26.5,3,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.4,,56.8,0.7,0.4,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.4,,1.3,26.88,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.4,,56.8,0.5,0.4,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.4,,1.4,27.54,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.4,,56.8,0.17,0.4,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.4,,1.6,30.23,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.4,,56.7,0.32,0.3,1.2,18.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.4,,1.4,27.69,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.4,,56.7,0.44,0.3,1.2,18.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.4,,1.3,26.91,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.4,,56.8,0.31,0.3,1.2,18.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.4,,1.4,27.81,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.4,,56.8,0.32,0.3,1.2,18.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.4,,1.4,27.65,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.4,,56.8,0.24,0.3,1.2,18.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.4,,1.4,28.45,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.4,,56.3,0.16,0.31,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.4,,1.5,29.57,2,0,Tropical monsoon,Am,Maceio,Brazil,1
30.4,,56.3,0.14,0.31,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.4,,1.6,29.96,2,0,Tropical monsoon,Am,Maceio,Brazil,1
30.4,,56.4,0.15,0.31,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.4,,1.5,29.86,2,0,Tropical monsoon,Am,Maceio,Brazil,1
30.4,,56.4,0.23,0.31,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.4,,1.5,28.62,2,0,Tropical monsoon,Am,Maceio,Brazil,1
30.4,,56.5,0.17,0.31,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.4,,1.5,29.57,2,0,Tropical monsoon,Am,Maceio,Brazil,1
30.4,,56.3,0.15,0.32,1.2,18.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.4,,1.6,29.98,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.4,,56.8,0.19,0.32,1.2,18.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.4,,1.5,29.25,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.6,,56.8,0.33,0.32,1.2,18.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.6,,1.5,28.1,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.6,,56.8,0.4,0.32,1.2,18.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.6,,1.4,27.6,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.6,,56.8,0.45,0.32,1.2,18.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.6,,1.4,27.37,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.4,,56.8,0.12,0.3,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.4,,1.6,30.09,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.6,,56.8,0.88,0.3,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.6,,1.2,25.73,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.6,,56.8,0.46,0.3,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.6,,1.4,27.06,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.6,,56.8,0.11,0.3,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.6,,1.7,30.39,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.6,,56.8,0.12,0.3,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.6,,1.7,30.39,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.9,,60.8,2.09,0.5,1.2,20.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.9,,1.5,27.05,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.3,,60.8,1.12,0.5,1.2,20.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.3,,1.4,27.22,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.5,,60.9,1.25,0.5,1.2,20.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.5,,1.4,27.31,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.5,,61.2,1.38,0.5,1.2,20.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.5,,1.4,27.19,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.5,,61.8,1.54,0.5,1.2,20.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.5,,1.4,27.07,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.1,,60.8,1.58,0.5,1.2,20.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.1,,1.2,26.49,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.1,,62.0,1.53,0.5,1.2,20.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.1,,1.2,26.61,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.1,,62.4,1.56,0.5,1.2,20.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.1,,1.2,26.61,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.5,,63.7,1.27,0.5,1.2,20.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.5,,1.5,27.5,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.5,,63.7,1.37,0.5,1.2,20.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.5,,1.5,27.39,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.1,,64.2,1.31,0.57,1.2,20.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.1,,1.4,27.71,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.2,,64.7,1.68,0.57,1.2,20.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.2,,1.4,27.44,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.2,,64.7,1.34,0.57,1.2,20.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.2,,1.4,27.83,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.2,,65.3,1.67,0.57,1.2,20.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.2,,1.4,27.52,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.2,,65.8,1.58,0.57,1.2,20.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.2,,1.4,27.65,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.7,,58.9,1.13,0.62,1.2,22.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.7,,1.7,28.67,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.7,,58.9,0.65,0.62,1.2,22.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.7,,1.8,29.58,0,0,Tropical monsoon,Am,Maceio,Brazil,0
31.1,,59.2,0.7,0.62,1.2,22.0,Male,28.0,Summer,Naturally Ventilated,Classroom,31.1,,1.9,29.91,0,0,Tropical monsoon,Am,Maceio,Brazil,0
31.1,,59.3,0.54,0.62,1.2,22.0,Male,28.0,Summer,Naturally Ventilated,Classroom,31.1,,1.9,30.38,0,0,Tropical monsoon,Am,Maceio,Brazil,0
31.2,,59.6,0.66,0.62,1.2,22.0,Male,28.0,Summer,Naturally Ventilated,Classroom,31.2,,2.0,30.16,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.0,,59.0,0.76,0.5,1.2,21.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.0,,1.3,27.42,0,-1,Tropical monsoon,Am,Maceio,Brazil,0
29.9,,60.8,1.1,0.5,1.2,21.0,Female,28.0,Summer,Naturally Ventilated,Classroom,29.9,,1.2,26.78,0,-1,Tropical monsoon,Am,Maceio,Brazil,0
31.0,,60.3,1.01,0.5,1.2,21.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.0,,1.7,28.13,0,-1,Tropical monsoon,Am,Maceio,Brazil,0
30.0,,60.2,1.04,0.5,1.2,21.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.0,,1.3,27.01,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.1,,60.9,0.94,0.5,1.2,21.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.1,,1.3,27.26,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
29.9,,54.0,0.08,0.45,1.2,29.0,Female,28.0,Summer,Naturally Ventilated,Classroom,29.9,,1.6,30.43,3,-1,Tropical monsoon,Am,Maceio,Brazil,1
29.9,,53.4,0.05,0.45,1.2,29.0,Female,28.0,Summer,Naturally Ventilated,Classroom,29.9,,1.6,30.38,3,-1,Tropical monsoon,Am,Maceio,Brazil,1
29.5,,52.7,0.15,0.45,1.2,29.0,Female,28.0,Summer,Naturally Ventilated,Classroom,29.5,,1.4,29.7,3,-1,Tropical monsoon,Am,Maceio,Brazil,1
29.9,,53.4,0.17,0.45,1.2,29.0,Female,28.0,Summer,Naturally Ventilated,Classroom,29.9,,1.5,29.79,3,-1,Tropical monsoon,Am,Maceio,Brazil,1
29.9,,53.4,0.14,0.45,1.2,29.0,Female,28.0,Summer,Naturally Ventilated,Classroom,29.9,,1.5,30.34,3,-1,Tropical monsoon,Am,Maceio,Brazil,1
29.5,,54.3,0.05,0.26,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,29.5,,1.3,28.57,0,-1,Tropical monsoon,Am,Maceio,Brazil,0
29.5,,53.1,0.14,0.26,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,29.5,,1.1,28.4,0,-1,Tropical monsoon,Am,Maceio,Brazil,0
29.7,,53.2,0.22,0.26,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,29.7,,1.1,27.34,0,-1,Tropical monsoon,Am,Maceio,Brazil,0
29.7,,52.4,0.21,0.26,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,29.7,,1.1,27.44,0,-1,Tropical monsoon,Am,Maceio,Brazil,0
29.9,,52.9,0.15,0.26,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,29.9,,1.3,28.7,0,-1,Tropical monsoon,Am,Maceio,Brazil,0
29.5,,53.4,0.05,0.4,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,29.5,,1.5,29.61,0,0,Tropical monsoon,Am,Maceio,Brazil,0
29.5,,54.2,0.22,0.4,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,29.5,,1.2,28.4,0,0,Tropical monsoon,Am,Maceio,Brazil,0
29.6,,54.0,0.05,0.4,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,29.6,,1.5,29.69,0,0,Tropical monsoon,Am,Maceio,Brazil,0
29.8,,53.5,0.28,0.4,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,29.8,,1.3,28.01,0,0,Tropical monsoon,Am,Maceio,Brazil,0
29.7,,53.4,0.22,0.4,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,29.7,,1.3,28.52,0,0,Tropical monsoon,Am,Maceio,Brazil,0
29.1,,53.4,0.16,0.4,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,29.1,,1.2,28.71,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
29.1,,53.1,0.23,0.4,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,29.1,,1.1,27.7,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
29.1,,52.4,0.18,0.4,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,29.1,,1.1,28.35,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
29.5,,52.6,0.08,0.4,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,29.5,,1.4,29.52,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
29.5,,52.1,0.19,0.4,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,29.5,,1.2,28.55,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.3,,54.4,0.18,0.4,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.3,,1.6,29.73,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.3,,54.6,0.2,0.4,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.3,,1.6,29.6,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.3,,56.4,0.12,0.4,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.3,,1.6,30.7,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.3,,56.3,0.2,0.4,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.3,,1.6,29.76,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.4,,57.1,0.31,0.4,1.2,19.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.4,,1.5,28.74,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.7,,56.7,0.23,0.52,1.2,18.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.7,,1.8,30.74,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.7,,59.2,0.24,0.52,1.2,18.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.7,,1.8,30.84,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.3,,58.1,0.19,0.52,1.2,18.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.3,,1.7,30.87,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.7,,59.3,0.11,0.52,1.2,18.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.7,,1.9,32.33,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.7,,59.2,0.12,0.52,1.2,18.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.7,,1.9,32.34,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.3,,54.6,0.11,0.47,1.2,19.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.3,,1.7,31.09,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.7,,54.6,0.07,0.47,1.2,19.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.7,,1.9,31.47,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.5,,54.6,0.08,0.47,1.2,19.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.5,,1.8,31.33,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.4,,54.3,0.18,0.47,1.2,19.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.4,,1.7,30.39,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.3,,54.7,0.19,0.47,1.2,19.0,Male,28.0,Summer,Naturally Ventilated,Classroom,30.3,,1.6,30.17,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.7,,54.4,0.14,0.26,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.7,,1.6,30.0,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.7,,55.2,0.19,0.26,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.7,,1.6,29.0,0,0,Tropical monsoon,Am,Maceio,Brazil,0
31.1,,54.7,0.15,0.26,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.1,,1.8,30.27,0,0,Tropical monsoon,Am,Maceio,Brazil,0
31.2,,55.7,0.19,0.26,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.2,,1.8,29.72,0,0,Tropical monsoon,Am,Maceio,Brazil,0
31.0,,56.2,0.16,0.26,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.0,,1.7,30.08,0,0,Tropical monsoon,Am,Maceio,Brazil,0
30.7,,54.6,0.25,0.4,1.2,28.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.7,,1.7,29.39,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.7,,57.3,0.25,0.4,1.2,28.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.7,,1.7,29.65,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.1,,56.3,0.24,0.4,1.2,28.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.1,,1.8,30.09,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.1,,56.3,0.24,0.4,1.2,28.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.1,,1.8,30.12,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.1,,54.2,0.22,0.4,1.2,28.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.1,,1.8,30.16,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.1,,54.6,0.25,0.52,1.2,22.0,Male,28.0,Summer,Naturally Ventilated,Classroom,31.1,,1.9,30.74,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.5,,54.2,0.24,0.52,1.2,22.0,Male,28.0,Summer,Naturally Ventilated,Classroom,31.5,,2.0,31.13,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.7,,56.4,0.18,0.52,1.2,22.0,Male,28.0,Summer,Naturally Ventilated,Classroom,31.7,,2.2,32.3,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.3,,58.3,0.19,0.52,1.2,22.0,Male,28.0,Summer,Naturally Ventilated,Classroom,31.3,,2.0,31.98,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.3,,59.7,0.21,0.52,1.2,22.0,Male,28.0,Summer,Naturally Ventilated,Classroom,31.3,,2.0,31.87,2,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.3,,56.8,0.2,0.4,1.2,18.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.3,,1.6,29.64,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.8,,54.3,0.21,0.4,1.2,18.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.8,,1.7,29.86,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.3,,56.3,0.17,0.4,1.2,18.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.3,,1.6,30.03,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.7,,57.1,0.22,0.4,1.2,18.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.7,,1.7,29.94,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
30.8,,57.8,0.26,0.4,1.2,18.0,Female,28.0,Summer,Naturally Ventilated,Classroom,30.8,,1.7,29.72,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.1,,54.7,0.17,0.4,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.1,,1.9,30.83,0,0,Tropical monsoon,Am,Maceio,Brazil,0
31.2,,54.6,0.17,0.4,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.2,,1.9,30.95,0,0,Tropical monsoon,Am,Maceio,Brazil,0
31.6,,56.7,0.23,0.4,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.6,,2.0,30.74,0,0,Tropical monsoon,Am,Maceio,Brazil,0
31.1,,59.2,0.26,0.4,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.1,,1.8,30.06,0,0,Tropical monsoon,Am,Maceio,Brazil,0
31.0,,56.2,0.25,0.4,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.0,,1.8,29.87,0,0,Tropical monsoon,Am,Maceio,Brazil,0
31.6,,56.3,0.15,0.4,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.6,,2.1,31.93,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.5,,57.5,0.15,0.4,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.5,,2.1,31.97,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.5,,58.4,0.29,0.4,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.5,,2.0,30.32,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.6,,57.6,0.17,0.4,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.6,,2.1,31.75,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.5,,54.3,0.19,0.4,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.5,,2.0,30.95,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.1,,56.7,0.18,0.45,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.1,,1.9,31.35,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.1,,58.2,0.13,0.45,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.1,,2.0,32.22,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.2,,59.2,0.1,0.45,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.2,,2.0,32.37,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.2,,58.2,0.17,0.45,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.2,,2.0,31.62,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.2,,57.9,0.12,0.45,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.2,,2.0,32.29,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.1,,56.1,0.21,0.45,1.2,20.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.1,,1.9,30.8,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.8,,57.2,0.21,0.45,1.2,20.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.8,,2.1,31.73,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.5,,57.2,0.2,0.45,1.2,20.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.5,,2.0,31.46,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.3,,59.0,0.21,0.45,1.2,20.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.3,,2.0,31.37,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.5,,58.2,0.18,0.45,1.2,20.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.5,,2.1,32.01,1,-1,Tropical monsoon,Am,Maceio,Brazil,1
31.5,,56.7,0.15,0.4,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.5,,2.1,32.02,0,-1,Tropical monsoon,Am,Maceio,Brazil,0
31.6,,57.5,0.17,0.4,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.6,,2.1,31.69,0,-1,Tropical monsoon,Am,Maceio,Brazil,0
32.3,,56.7,0.19,0.4,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,32.3,,2.3,32.22,0,-1,Tropical monsoon,Am,Maceio,Brazil,0
32.9,,57.0,0.19,0.4,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,32.9,,2.5,32.91,0,-1,Tropical monsoon,Am,Maceio,Brazil,0
31.7,,56.9,0.18,0.4,1.2,17.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.7,,2.1,31.68,0,-1,Tropical monsoon,Am,Maceio,Brazil,0
31.2,,57.8,0.18,0.4,1.2,18.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.2,,1.9,31.16,0,0,Tropical monsoon,Am,Maceio,Brazil,0
31.3,,58.7,0.49,0.4,1.2,18.0,Female,28.0,Summer,Naturally Ventilated,Classroom,31.3,,1.8,28.83,0,0,Tropical monsoon,Am,Maceio,Brazil,0
32.4,,58.2,0.33,0.4,1.2,18.0,Female,28.0,Summer,Naturally Ventilated,Classroom,32.4,,2.3,31.0,0,0,Tropical monsoon,Am,Maceio,Brazil,0
32.3,,58.3,0.32,0.4,1.2,18.0,Female,28.0,Summer,Naturally Ventilated,Classroom,32.3,,2.3,30.97,0,0,Tropical monsoon,Am,Maceio,Brazil,0
